ID	AC	DE	GA	TP	ML	CL	NE	AC_version
Abhydrolase_9	PF10081	Alpha/beta-hydrolase family	26; 26;	Family	288	CL0028		PF10081.15
Abhydrolase_9_N	PF15420	Alpha/beta-hydrolase family N-terminus	27; 27;	Family	208			PF15420.11
Abhydro_lipase	PF04083	Partial alpha/beta-hydrolase lipase region	27; 27;	Family	63	CL0028		PF04083.22
AbiEii	PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	22.5; 22.5;	Domain	238	CL0260		PF08843.17
AbiEi_1	PF09407	AbiEi antitoxin C-terminal domain	22.2; 22.2;	Domain	142	CL0578		PF09407.15
AbiEi_2	PF09952	Transcriptional regulator, AbiEi antitoxin, Type IV TA system	21; 21;	Family	143	CL0578		PF09952.14
AbiEi_3	PF11459	Transcriptional regulator, AbiEi antitoxin, Type IV TA system	26; 26;	Family	157	CL0578		PF11459.13
AbiEi_3_N	PF17194	Transcriptional regulator, AbiEi antitoxin N-terminal domain	26; 26;	Domain	93	CL0123		PF17194.10
AbiEi_4	PF13338	Transcriptional regulator, AbiEi antitoxin	25; 25;	Domain	49	CL0123		PF13338.12
AbiGi	PF10899	Putative abortive phage resistance protein AbiGi, antitoxin	22.4; 22.4;	Family	185			PF10899.13
AbiGii_2	PF16873	Putative abortive phage resistance protein AbiGii toxin	25; 25;	Domain	397			PF16873.10
aBig_2	PF20578	Atrophied bacterial Ig domain	27; 27;	Domain	89	CL0159		PF20578.4
AbiH	PF14253	Bacteriophage abortive infection AbiH	30.9; 30.9;	Family	260			PF14253.11
AbiJ_NTD3	PF18860	AbiJ N-terminal domain 3	32.5; 32.5;	Domain	167			PF18860.6
AbiJ_NTD4	PF18863	AbiJ N-terminal domain 4	34; 34;	Domain	152			PF18863.6
AbiJ_NTD5	PF18865	AbiJ N-terminal domain 5	26.7; 26.7;	Domain	93			PF18865.6
AbiTii	PF18864	AbiTii	27.6; 27.6;	Domain	189			PF18864.6
Abi_2	PF07751	Abi-like protein	25.6; 25.6;	Family	184			PF07751.16
Abi_alpha	PF14337	Abortive infection alpha	29; 29;	Family	196	CL0123		PF14337.13
Abi_C	PF14355	Abortive infection C-terminus	24; 24;	Family	83			PF14355.11
Abi_HHR	PF07815	Abl-interactor HHR	27; 27;	Family	77			PF07815.19
AbLIM_anchor	PF16182	Putative adherens-junction anchoring region of AbLIM	29; 29;	Family	356			PF16182.10
ABM	PF03992	Antibiotic biosynthesis monooxygenase	23.1; 20.9;	Domain	78	CL0032		PF03992.22
ABM-like	PF21931	ABM-like domain	27; 27;	Domain	89	CL0032		PF21931.2
Abp2	PF09441	ARS binding protein 2	25; 25;	Family	171			PF09441.15
AbpA-like	PF22224	Amylase-binding protein AbpA	27; 27;	Domain	172			PF22224.1
AbrB	PF05145	Transition state regulatory protein AbrB	29.2; 29.2;	Family	314	CL0142		PF05145.17
AbrB-like	PF14250	AbrB-like transcriptional regulator	25; 25;	Family	70	CL0132		PF14250.11
AbrB_C	PF18277	AbrB C-terminal domain	22.8; 22.8;	Domain	37			PF18277.6
Ac110_PIF	PF07280	Per os infectivity factor AC110	25; 25;	Family	43			PF07280.16
Ac45-VOA1_TM	PF20520	V0 complex accessory subunit Ac45/VOA1 transmembrane domain	25; 25;	Domain	39			PF20520.3
Ac76	PF05814	Orf76 (Ac76)	22.5; 22.5;	Family	83			PF05814.16
Ac81	PF05820	Baculoviridae AC81	25; 25;	Family	178			PF05820.16
Aca2_YdiL	PF08965	Aca2/YdiL-like	23.8; 23.8;	Domain	118	CL0123		PF08965.17
AcaB	PF08900	Transcriptional regulator AcaB	27; 27;	Family	215			PF08900.16
ACAD9-ACADV_C	PF21343	ACAD9/ACADV, C-terminal domain	27.8; 27.8;	Domain	120	CL0087		PF21343.2
Acanthaporin	PF20963	Acanthaporin	27; 27;	Domain	61			PF20963.2
ACAS_N	PF16177	Acetyl-coenzyme A synthetase N-terminus	27; 27;	Family	55	CL0378		PF16177.11
Acatn	PF13000	Acetyl-coenzyme A transporter 1	23.7; 23.7;	Family	546	CL0015		PF13000.13
Acb1	PF23474	Anti-CBASS protein Acb1	27; 27;	Family	144	CL0247		PF23474.1
Acb2_Tad1_hairpin	PF24729	Acb2/Tad1, hairpin domain	27; 27;	Domain	58			PF24729.2
Acb3	PF25187	CBASS inhibitor Acb3	27; 27;	Family	245			PF25187.1
ACBP	PF00887	Acyl CoA binding protein	28.3; 28.3;	Domain	76	CL0632		PF00887.24
ACBP4_C	PF24922	Acyl-CoA-binding domain-containing protein 4-6, C-terminal	31.2; 31.2;	Domain	105			PF24922.1
Acc5b_avian_CoV	PF05528	Accessory protein 5b, avian coronavirus	27; 27;	Family	82			PF05528.17
ACCA	PF03255	Acetyl co-enzyme A carboxylase carboxyltransferase-like	23; 23;	Family	310	CL0127		PF03255.19
ACCA_BT	PF21385	Acetyl-CoA carboxylase, BT domain	27; 27;	Domain	120			PF21385.2
ACC_central	PF08326	Acetyl-CoA carboxylase, central region	23.2; 23.2;	Family	726			PF08326.17
ACC_epsilon	PF13822	Acyl-CoA carboxylase epsilon subunit	25; 25;	Family	60			PF13822.11
ACD	PF16671	Actin cross-linking domain	27; 27;	Domain	386			PF16671.10
ACDC	PF14733	AP2-coincident C-terminal	22; 22;	Family	91			PF14733.11
ACDH-11_C	PF22217	Acyl-CoA dehydrogenase 11 C-terminal domain-like	27; 27;	Domain	122	CL0087		PF22217.1
ACDH_C	PF09317	Acyl-CoA dehydrogenase, C-terminal, bacterial type	25; 25;	Domain	284			PF09317.16
AceES-2	PF21556	Excretory-secretory protein 2	27; 27;	Family	102	CL0353		PF21556.3
AceK_kinase	PF06315	Isocitrate dehydrogenase kinase/phosphatase (AceK) kinase domain	29.3; 29.3;	Domain	256	CL0016		PF06315.17
AceK_regulatory	PF20423	Isocitrate dehydrogenase kinase/phosphatase (AceK), regulatory domain	25; 25;	Domain	302			PF20423.3
Acetate_kinase	PF00871	Acetokinase family	22; 22;	Family	392	CL0108		PF00871.23
AcetDehyd-dimer	PF09290	Prokaryotic acetaldehyde dehydrogenase, dimerisation	26.6; 26.6;	Domain	138	CL0139		PF09290.16
Acetone_carb_G	PF08882	Acetone carboxylase gamma subunit	21; 21;	Domain	113			PF08882.16
AcetylCoA_hydro	PF02550	Acetyl-CoA hydrolase/transferase N-terminal domain	24; 24;	Domain	198	CL0063		PF02550.21
AcetylCoA_hyd_C	PF13336	Acetyl-CoA hydrolase/transferase C-terminal domain	23.7; 23.7;	Domain	154	CL0063		PF13336.12
Acetyltransf_1	PF00583	Acetyltransferase (GNAT) family	20.7; 20.7;	Family	116	CL0257		PF00583.31
Acetyltransf_10	PF13673	Acetyltransferase (GNAT) domain	23.6; 23.6;	Domain	128	CL0257		PF13673.13
Acetyltransf_11	PF13720	Udp N-acetylglucosamine O-acyltransferase; Domain 2	24.5; 24.5;	Domain	82			PF13720.11
Acetyltransf_13	PF13880	ESCO1/2 acetyl-transferase	22.8; 22.8;	Domain	69	CL0257		PF13880.12
Acetyltransf_14	PF03421	YopJ Serine/Threonine acetyltransferase	24.4; 24.4;	Domain	263	CL0125		PF03421.22
Acetyltransf_15	PF17013	Putative acetyl-transferase	35; 35;	Family	210	CL0257		PF17013.11
Acetyltransf_16	PF05301	GNAT acetyltransferase, Mec-17 	27; 27;	Family	173	CL0257		PF05301.17
Acetyltransf_17	PF17668	Acetyltransferase (GNAT) domain	25; 25;	Domain	114	CL0257		PF17668.7
Acetyltransf_18	PF18014	Acetyltransferase (GNAT) domain	22.7; 22.7;	Domain	124	CL0257		PF18014.7
Acetyltransf_19	PF18015	Acetyltransferase (GNAT) domain	23.8; 23.8;	Domain	113	CL0257		PF18015.7
Acetyltransf_2	PF00797	N-acetyltransferase	22.8; 22.8;	Family	240	CL0125		PF00797.23
Acetyltransf_3	PF13302	Acetyltransferase (GNAT) domain	25.4; 25.4;	Domain	138	CL0257		PF13302.13
Acetyltransf_4	PF13420	Acetyltransferase (GNAT) domain	24.3; 24.3;	Domain	155	CL0257		PF13420.13
Acetyltransf_5	PF13444	Acetyltransferase (GNAT) domain	22.4; 22.4;	Domain	102	CL0257		PF13444.12
Acetyltransf_6	PF13480	Acetyltransferase (GNAT) domain	22; 22;	Domain	143	CL0257		PF13480.13
Acetyltransf_7	PF13508	Acetyltransferase (GNAT) domain	27; 27;	Domain	84	CL0257		PF13508.13
Acetyltransf_8	PF13523	Acetyltransferase (GNAT) domain	27; 27;	Domain	145	CL0257		PF13523.12
Acetyltransf_9	PF13527	Acetyltransferase (GNAT) domain	25; 25;	Domain	127	CL0257		PF13527.13
Acetyltransf_CG	PF14542	GCN5-related N-acetyl-transferase	30; 30;	Domain	80	CL0257		PF14542.12
AChE_tetra	PF08674	Acetylcholinesterase tetramerisation domain	25; 25;	Domain	35			PF08674.15
ACI44	PF15270	Metallo-carboxypeptidase inhibitor 	27; 27;	Family	65	CL0083		PF15270.11
Acid_phosphat_B	PF03767	HAD superfamily, subfamily IIIB (Acid phosphatase)	27; 27;	Family	230	CL0137		PF03767.20
Acid_PPase	PF12689	Acid Phosphatase	27; 27;	Family	169	CL0137		PF12689.13
AcMNPV_Ac109	PF05054	Autographa californica nuclear polyhedrosis virus (AcMNPV) protein	25; 25;	Family	418			PF05054.17
AcMNPV_AC11	PF07138	Baculovirus protein AC11	27; 27;	Family	324			PF07138.17
AcMNPV_Ac75	PF06648	Autographa californica nuclear polyhedrosis virus (AcMNPV), Ac75	24.4; 24.4;	Family	122			PF06648.16
AcMNPV_Orf101	PF05815	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf101	25; 25;	Family	377			PF05815.16
AcMNPV_Orf17	PF06856	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf17	22; 22;	Family	121			PF06856.16
AcMNPV_Orf18	PF07134	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf18	25; 25;	Family	327			PF07134.16
AcMNPV_P18	PF05081	Autographa californica nuclear polyhedrosis virus (AcMNPV), P18	25; 25;	Family	157			PF05081.17
AcnX	PF04412	Aconitase X	31.5; 31.5;	Family	400			PF04412.18
AcnX_swivel_put	PF01989	Aconitase X swivel domain	27; 27;	Domain	80	CL0364		PF01989.23
Aconitase	PF00330	Aconitase family (aconitate hydratase)	28.7; 28.7;	Family	463			PF00330.25
Aconitase_2_N	PF06434	Aconitate hydratase 2 N-terminus	27; 27;	Family	204	CL0364		PF06434.19
Aconitase_B_N	PF11791	Aconitate B N-terminal domain	25.8; 25.8;	Repeat	153	CL0020		PF11791.14
Aconitase_C	PF00694	Aconitase C-terminal domain	22.8; 22.8;	Domain	131	CL0364		PF00694.25
ACOX	PF01756	Acyl-CoA oxidase	22.1; 22.1;	Family	181	CL0087		PF01756.24
ACOX_C_alpha1	PF22924	Acyl-CoA oxidase, C-alpha1 domain	27; 27;	Domain	169	CL0087		PF22924.1
ACP	PF06857	Malonate decarboxylase delta subunit (MdcD)	25.1; 25.1;	Family	83			PF06857.16
Acp26Ab	PF05777	Drosophila accessory gland-specific peptide 26Ab (Acp26Ab)	25; 25;	Family	90			PF05777.17
ACP53EA	PF06313	Drosophila ACP53EA protein	25; 25;	Family	90			PF06313.16
ACPS	PF01648	4'-phosphopantetheinyl transferase superfamily	25; 25;	Domain	111	CL0670		PF01648.25
ACP_PD	PF04336	Acyl carrier protein phosphodiesterase	27; 27;	Domain	183			PF04336.18
ACP_SdgA_C	PF23297	Highly reducing polyketide synthase sdgA, C-terminal ACP domain	27; 27;	Domain	95	CL0314		PF23297.2
ACP_syn_III	PF08545	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	24; 24;	Domain	80	CL0046		PF08545.16
ACP_syn_III_C	PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  	26.6; 26.6;	Domain	90	CL0046		PF08541.16
ACR10_N	PF24914	ACT domain-containing protein ACR10, N-terminal	27; 27;	Domain	80	CL0070		PF24914.1
Acr30-35_AcrF1	PF20829	Anti-CRISPR protein Acr30-35/AcrF1	30.5; 30.5;	Family	78			PF20829.2
AcrF2	PF25704	Anti-CRISPR protein AcrF2 protein	27; 27;	Family	90			PF25704.1
AcrF3	PF21401	Cas3 inhibitor AcrF3	27; 27;	Domain	129			PF21401.2
AcrF31	PF25703	Anti-CRISPR protein F31	27; 27;	Family	52			PF25703.1
AcrF8	PF25699	Anti-CRISPR protein AcrF8	27; 27;	Family	92			PF25699.1
AcrIC5	PF22147	Anti-CRISPR protein AcrIC5	27; 27;	Family	53			PF22147.1
AcrIIA4	PF24304	Anti-CRISPR Suppressor AcrIIA4	27; 27;	Family	83			PF24304.1
AcrZ	PF10766	Multidrug efflux pump-associated protein AcrZ	26.2; 26.2;	Family	48			PF10766.14
ACR_tran	PF00873	AcrB/AcrD/AcrF family	28; 28;	Family	1021	CL0322		PF00873.25
ACS_CODH_B_C	PF19436	ACS/CODH beta subunit C-terminal	25; 25;	Domain	245			PF19436.4
ACT	PF01842	ACT domain	27; 27;	Domain	66	CL0070		PF01842.31
Act-Frag_cataly	PF09192	Actin-fragmin kinase, catalytic	24; 24;	Domain	282	CL0016		PF09192.16
ActA	PF05058	ActA Protein	23.8; 23.8;	Family	633			PF05058.17
ActD	PF11821	Alternative complex III, ActD subunit	25.7; 25.7;	Family	170			PF11821.13
ACTH_domain	PF00976	Corticotropin ACTH domain	27; 15.4;	Family	19			PF00976.23
Actin	PF00022	Actin	27; 27;	Family	410	CL0108		PF00022.25
Actino_peptide	PF14408	Ribosomally synthesised peptide in actinomycetes	25; 25;	Family	58			PF14408.11
Actin_micro	PF17003	Putative actin-like family	27; 27;	Family	354	CL0108		PF17003.11
Activator-TraM	PF11657	Transcriptional activator TraM 	24.4; 24.4;	Family	142			PF11657.13
Activator_LAG-3	PF11498	Transcriptional activator LAG-3	23.3; 23.3;	Family	476	CL0720		PF11498.13
Activin_recp	PF01064	Activin types I and II receptor domain	20.9; 20.9;	Domain	79	CL0117		PF01064.29
ACTL7A_N	PF16840	Actin-like protein 7A N-terminus	27; 27;	Domain	65			PF16840.10
ACTMAP-like_C	PF21646	Actin maturation protease-like, C-terminal domain	27; 27;	Domain	121	CL0125		PF21646.3
ACT_3	PF10000	ACT domain	25; 25;	Domain	70	CL0070		PF10000.15
ACT_4	PF13291	ACT domain	27; 27;	Domain	80	CL0070		PF13291.12
ACT_5	PF13710	ACT domain	27; 27;	Domain	62	CL0070		PF13710.12
ACT_6	PF13740	ACT domain	23; 23;	Domain	76	CL0070		PF13740.12
ACT_7	PF13840	ACT domain 	27; 27;	Domain	65	CL0070		PF13840.12
ACT_8	PF19571	ACT domain pair	23.5; 23.5;	Domain	141	CL0070		PF19571.5
ACT_9	PF22468	ACT domain	27; 27;	Domain	61	CL0070		PF22468.2
ACT_ACR9_3rd	PF24931	ACR9-like, ACT-like domain	27; 27;	Domain	98	CL0070		PF24931.1
ACT_ACR9_C	PF24926	ACT domain-containing protein ACR9, C-terminal	27.4; 27.4;	Domain	80	CL0070		PF24926.1
ACT_AHAS_ss	PF22629	AHAS small subunit-like ACT domain	27; 27;	Domain	67	CL0070		PF22629.2
ACT_phage	PF24021	Phage ACT-like domain	27; 27;	Domain	176	CL0070		PF24021.1
ACT_PSP_2	PF21086	ACT domain	24; 24;	Domain	77	CL0070		PF21086.3
acVLRF1	PF18859	Actinobacteria/chloroflexi VLRF1 release factor	27.1; 27.1;	Family	130	CL0267		PF18859.6
Acyl-ACP_TE	PF01643	Acyl-ACP thioesterase N-terminal domain	23.7; 23.7;	Domain	131	CL0050		PF01643.23
Acyl-ACP_TE_C	PF20791	Acyl-ACP thioesterase C-terminal domain	21; 21;	Domain	101	CL0050		PF20791.3
Acyl-CoA-dh_C	PF21263	Acyl-CoA dehydrogenase, C-terminal domain	27; 27;	Domain	96	CL0087		PF21263.2
Acyl-CoA_dh_1	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	22.4; 22.4;	Domain	150	CL0087		PF00441.29
Acyl-CoA_dh_2	PF08028	Acyl-CoA dehydrogenase, C-terminal domain	22.7; 22.7;	Domain	134	CL0087		PF08028.16
Acyl-CoA_dh_C	PF12806	Acetyl-CoA dehydrogenase C-terminal like	30.3; 30.3;	Domain	124			PF12806.12
Acyl-CoA_dh_M	PF02770	Acyl-CoA dehydrogenase, middle domain	33.3; 33.3;	Domain	97			PF02770.24
Acyl-CoA_dh_N	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	22.9; 22.9;	Domain	113	CL0544		PF02771.21
Acyl-CoA_ox_N	PF14749	Acyl-coenzyme A oxidase N-terminal	25; 25;	Domain	120	CL0544		PF14749.11
Acyl-thio_N	PF12590	Acyl-ATP thioesterase	22; 22;	Family	130			PF12590.13
AcylCoA_dehyd_C	PF12186	Acyl-CoA dehydrogenase C terminal	27; 27;	Domain	111	CL0087		PF12186.13
Acylphosphatase	PF00708	Acylphosphatase	22.5; 22.5;	Domain	85	CL0622		PF00708.24
Acyltransferase	PF01553	Acyltransferase	23; 23;	Family	132	CL0228		PF01553.26
Acyltransf_2	PF19576	Acyltransferase	27; 27;	Domain	266	CL0228		PF19576.4
Acyltransf_C	PF16076	Acyltransferase C-terminus	26.5; 26.5;	Family	74			PF16076.10
Acyl_CoA_thio	PF02551	Acyl-CoA thioesterase	21; 21;	Domain	132	CL0050		PF02551.21
Acyl_transf_1	PF00698	Acyl transferase domain	32.7; 32.7;	Domain	319	CL0323		PF00698.26
Acyl_transf_2	PF02273	Acyl transferase	20.3; 20.3;	Domain	294	CL0028		PF02273.21
Acyl_transf_3	PF01757	Acyltransferase domain	31; 31;	Domain	326	CL0316	Ank	PF01757.29
AC_1	PF18883	Autochaperone Domain Type 1	27.1; 27.1;	Repeat	114	CL0268		PF18883.6
AC_N	PF16214	Adenylyl cyclase N-terminal extracellular and transmembrane region	30.9; 30.9;	Family	415			PF16214.10
AD	PF09793	Anticodon-binding domain	23.4; 23.4;	Domain	90			PF09793.14
Ada3	PF10198	Histone acetyltransferases subunit 3	24.5; 24.5;	Family	127			PF10198.14
ADAM10_Cys-rich	PF21299	ADAM10, cysteine-rich domain	28; 28;	Domain	56	CL0750		PF21299.2
ADAM17_MPD	PF16698	Membrane-proximal domain, switch, for ADAM17	26.2; 26.2;	Domain	62	CL0750		PF16698.10
ADAMTSL1	PF24484	ADAMTSL1 domain	27; 27;	Domain	40			PF24484.1
ADAMTS_C	PF23178	ADAMTS C-terminal helical domain	27; 27;	Domain	52			PF23178.1
ADAMTS_CR_2	PF17771	ADAMTS cysteine-rich domain 2	27.3; 27.3;	Domain	69	CL0750		PF17771.6
ADAMTS_CR_3	PF19236	ADAMTS cysteine-rich domain	21; 21;	Domain	115	CL0750		PF19236.4
ADAMTS_spacer1	PF05986	ADAM-TS Spacer 1	23.6; 23.6;	Domain	115			PF05986.19
ADAM_CR	PF08516	ADAM cysteine-rich	29.4; 29.4;	Family	115	CL0750		PF08516.17
Adaptin_binding	PF10199	Alpha and gamma adaptin binding protein p34	32; 32;	Family	98			PF10199.14
Adaptin_N	PF01602	Adaptin N terminal region	37; 37;	Repeat	524	CL0020		PF01602.26
Adap_comp_sub	PF00928	Adaptor complexes medium subunit family	31.6; 31.6;	Family	259	CL0448		PF00928.26
Ada_Zn_binding	PF02805	Metal binding domain of Ada	23; 23;	Family	65			PF02805.21
ADC	PF06314	Acetoacetate decarboxylase (ADC)	29.8; 29.8;	Family	238	CL0403		PF06314.16
Adcy_cons_dom	PF06327	Adenylate cyclase, conserved domain	21.1; 21.1;	Family	98	CL0276		PF06327.19
ADDB_N	PF21445	ADDB, N-terminal	26.6; 26.6;	Domain	290	CL0023		PF21445.3
ADDT	PF18724	Amino acid:DNA transferase	26.2; 26.2;	Domain	232	CL0686		PF18724.6
ADD_ATRX	PF17981	Cysteine Rich ADD domain	25.7; 25.7;	Domain	56	CL0229		PF17981.7
ADD_DNMT3	PF17980	DNMT3, cysteine rich ADD domain, GATA1-like zinc finger	26; 26;	Domain	56	CL0229		PF17980.7
Adenine_deam_C	PF13382	Adenine deaminase C-terminal domain	27; 27;	Family	169			PF13382.11
Adenine_glyco	PF03352	Methyladenine glycosylase	25; 25;	Family	177			PF03352.18
Adenosine_kin	PF04008	Adenosine specific kinase	25; 25;	Family	154			PF04008.19
Adeno_100	PF02438	Late 100kD protein	25; 25;	Family	593			PF02438.21
Adeno_52K	PF03052	Adenoviral protein L1 52/55-kDa	25; 25;	Family	201			PF03052.20
Adeno_E1A	PF02703	Early E1A protein	27.7; 27.7;	Family	250			PF02703.20
Adeno_E1B_19K	PF01691	Adenovirus E1B 19K protein / small t-antigen	25; 25;	Family	135			PF01691.21
Adeno_E1B_55K	PF01696	Adenovirus EB1 55K protein / large t-antigen	24.5; 24.5;	Repeat	387	CL0268		PF01696.23
Adeno_E1B_55K_N	PF04623	Adenovirus E1B protein N-terminus	25; 25;	Family	71			PF04623.17
Adeno_E3	PF06040	Adenovirus E3 protein	25; 25;	Family	126			PF06040.16
Adeno_E3A	PF05248	Adenovirus E3A	25.2; 25.2;	Family	104			PF05248.17
Adeno_E3B	PF03376	Adenovirus E3B protein	25; 25;	Family	67			PF03376.19
Adeno_E3_14_5	PF04834	Early E3 14.5 kDa protein	28.7; 28.7;	Family	100			PF04834.18
Adeno_E3_15_3	PF03307	Adenovirus 15.3kD protein in E3 region	35; 35;	Family	116			PF03307.20
Adeno_E3_CR1	PF02440	Adenovirus E3 region protein CR1	26; 26;	Domain	95	CL0159		PF02440.21
Adeno_E3_CR2	PF02439	Adenovirus E3 region protein CR2	36; 36;	Family	38			PF02439.20
Adeno_E4	PF05385	Mastadenovirus early E4 13 kDa protein	27; 27;	Family	108			PF05385.17
Adeno_E4_34	PF04528	Adenovirus early E4 34 kDa protein conserved region	27; 27;	Family	146			PF04528.19
Adeno_E4_ORF3	PF06931	Mastadenovirus E4 ORF3 protein	27; 27;	Family	113			PF06931.17
Adeno_GP19K	PF04881	Adenovirus GP19K	27; 27;	Family	133	CL0159		PF04881.20
Adeno_hexon	PF01065	Hexon, adenovirus major coat protein, N-terminal domain	25; 25;	Domain	586	CL0611		PF01065.24
Adeno_hexon_C	PF03678	Hexon, adenovirus major coat protein, C-terminal domain	27; 27;	Domain	241	CL0611		PF03678.21
Adeno_IVa2	PF02456	Adenovirus IVa2 protein	21; 21;	Domain	370	CL0023		PF02456.21
Adeno_knob	PF00541	Adenoviral fibre protein (knob domain)	25; 25;	Domain	182	CL0326		PF00541.23
Adeno_L433K_22K	PF11081	Adenovirus L4-33K/L4-22K	19.2; 19.2;	Family	168			PF11081.13
Adeno_Penton_B	PF01686	Adenovirus penton base protein	25; 25;	Family	461			PF01686.22
Adeno_PIX	PF03955	Adenovirus hexon-associated protein (IX)	27; 27;	Family	113			PF03955.20
Adeno_PV	PF03910	Adenovirus minor core protein PV	27; 27;	Family	349			PF03910.19
Adeno_PVIII	PF01310	Adenovirus hexon associated protein, protein VIII	25; 25;	Family	216			PF01310.23
Adeno_PX	PF05829	Adenovirus late L2 mu core protein (Protein X)	25; 25;	Family	42			PF05829.17
Adeno_shaft	PF00608	Adenoviral fibre protein (repeat/shaft region)	30; 3.5;	Repeat	44	CL0674		PF00608.22
Adeno_terminal	PF02459	Adenoviral DNA terminal protein	27; 27;	Family	548			PF02459.20
Adeno_VII	PF03228	Adenoviral core protein VII	21.2; 21.2;	Family	142			PF03228.19
AdenylateSensor	PF16579	Adenylate sensor of SNF1-like protein kinase	27.1; 27.1;	Domain	118	CL0573		PF16579.11
Adenylate_cycl	PF01295	Adenylate cyclase, class-I	27; 27;	Family	601			PF01295.23
Adenylsucc_synt	PF00709	Adenylosuccinate synthetase	27; 27;	Domain	416	CL0023		PF00709.27
Adenyl_cycl_N	PF12633	Adenylate cyclase NT domain	27; 27;	Domain	199	CL0260		PF12633.13
Adenyl_transf	PF04439	Streptomycin adenylyltransferase	22; 22;	Family	279	CL0260		PF04439.18
AdeT1_2	PF19582	Solute-binding protein AdeT 1/2	27; 27;	Family	394	CL0177		PF19582.4
AdfA	PF23813	Anti-DarT factor A	27; 27;	Family	211			PF23813.1
ADGRF3_N	PF25387	ADGRF3-like, N-terminal domain	31; 31;	Domain	60			PF25387.1
AdHead_fibreRBD	PF16812	C-terminal head domain of the fowl adenovirus type 1 long fibre	27; 27;	Domain	207	CL0326		PF16812.10
Adhes-Ig_like	PF09085	Adhesion molecule, immunoglobulin-like	25; 25;	Domain	110	CL0159		PF09085.16
Adhesin_Dr	PF04619	Dr-family adhesin	23.6; 23.6;	Family	139	CL0204		PF04619.18
Adhesin_E	PF16747	Surface-adhesin protein E	23.7; 23.7;	Domain	109			PF16747.10
Adhesin_P1_C	PF03257	Mycoplasma adhesin P1, C-terminal	25; 25;	Domain	116			PF03257.18
Adhesin_P1_N	PF18652	Adhesin P1 N-terminal domain	27.1; 27.1;	Domain	106			PF18652.6
ADH_Fe_C	PF25137	Fe-containing alcohol dehydrogenase family, C-terminal	27; 27;	Domain	194	CL0886		PF25137.1
ADH_N	PF08240	Alcohol dehydrogenase GroES-like domain	23.5; 23.5;	Domain	104	CL0296		PF08240.17
ADH_N_2	PF16884	N-terminal domain of oxidoreductase	31; 31;	Family	108	CL0296		PF16884.10
adh_short	PF00106	short chain dehydrogenase	26.6; 25;	Domain	195	CL0063		PF00106.31
adh_short_C2	PF13561	Enoyl-(Acyl carrier protein) reductase	27; 27;	Domain	236	CL0063		PF13561.12
ADH_zinc_N	PF00107	Zinc-binding dehydrogenase	31.8; 31.8;	Domain	129	CL0063		PF00107.32
ADH_zinc_N_2	PF13602	Zinc-binding dehydrogenase	27; 27;	Domain	134	CL0063		PF13602.12
ADI	PF02274	Arginine deiminase	22.8; 22.8;	Family	377	CL0197		PF02274.22
ADIP	PF11559	Afadin- and alpha -actinin-Binding	34.3; 34.3;	Coiled-coil	151			PF11559.13
Adipogenin	PF15202	Adipogenin	27; 27;	Family	79			PF15202.11
Adipokin_hormo	PF06377	Adipokinetic hormone	22.9; 22.9;	Family	51			PF06377.16
ADK	PF00406	Adenylate kinase	26.8; 26.8;	Domain	151	CL0023	ADK_lid	PF00406.28
ADK_lid	PF05191	Adenylate kinase, active site lid	26.6; 26.6;	Domain	36	CL0167		PF05191.20
ADNP_N	PF19627	Activity-dependent neuroprotector homeobox protein N-terminal	27; 27;	Domain	753			PF19627.4
AdoHcyase	PF05221	S-adenosyl-L-homocysteine hydrolase	25; 25;	Domain	299	CL0063	AdoHcyase_NAD	PF05221.23
AdoHcyase_NAD	PF00670	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	27; 27;	Domain	162	CL0063		PF00670.27
